File::HomeDir::BEGIN@5	href=File-HomeDir-pm-632-line.html#5
PPI::Lexer::_get_token	href=PPI-Lexer-pm-465-line.html#1412
Perl::Critic::Violation::BEGIN@10	href=Perl-Critic-Violation-pm-139-line.html#10
Perl::Critic::Policy::ControlStructures::ProhibitNegativeExpressionsInUnlessAndUntilConditions::supported_parameters	href=TOOLONG-696-line.html#28
Perl::Critic::Policy::ValuesAndExpressions::ProhibitImplicitNewlines::default_severity	href=Perl-ProhibitImplicitNewlines-pm-274-line.html#28
Perl::Critic::Policy::RegularExpressions::ProhibitSingleCharAlternation::BEGIN@10	href=Perl-ProhibitSingleCharAlternation-pm-398-line.html#10
Lingua::EN::Inflect::ud_match	href=Lingua-EN-Inflect-pm-582-line.html#831
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLeadingZeros::BEGIN@11	href=Perl-ProhibitLeadingZeros-pm-280-line.html#11
PPI::Token::Number::Octal::BEGIN@32	href=PPI-Token-Number-Octal-pm-81-line.html#32
PPIx::Regexp::Tokenizer::BEGIN@37	href=PPIx-Regexp-Tokenizer-pm-865-line.html#37
Exception::Class::_make_subclass	href=Exception-Class-pm-121-line.html#111
PPIx::Regexp::Token::Literal::CORE:qr	href=PPIx-Regexp-Token-Literal-pm-920-line.html#PPIx__Regexp__Token__Literal__CORE_qr
Exporter::Heavy::CORE:match	href=Exporter-Heavy-pm-13-line.html#Exporter__Heavy__CORE_match
Perl::Critic::Policy::Subroutines::ProtectPrivateSubs::supported_parameters	href=Perl-ProtectPrivateSubs-pm-374-line.html#32
PPIx::Regexp::Token::Literal::BEGIN@32	href=PPIx-Regexp-Token-Literal-pm-920-line.html#32
Perl::Critic::Policy::ValuesAndExpressions::ProhibitEscapedCharacters::BEGIN@11	href=Perl-ProhibitEscapedCharacters-pm-271-line.html#11
B::Keywords::BEGIN@123	href=B-Keywords-pm-55-line.html#123
Module::Runtime::BEGIN@296	href=Module-Runtime-pm-618-line.html#296
Perl::Critic::Policy::Modules::RequireExplicitPackage::BEGIN@10	href=Perl-RequireExplicitPackage-pm-493-line.html#10
Perl::Critic::Policy::Variables::ProhibitUnusedVariables::BEGIN@17	href=Perl-ProhibitUnusedVariables-pm-240-line.html#17
Pod::Simple::BlackBox::BEGIN@25	href=Pod-Simple-BlackBox-pm-47-line.html#25
Perl::Critic::Policy::CodeLayout::ProhibitParensWithBuiltins::BEGIN@15	href=Perl-ProhibitParensWithBuiltins-pm-714-line.html#15
strict::CORE:regcomp	href=strict-pm-2-line.html#strict__CORE_regcomp
Perl::Critic::Policy::RegularExpressions::ProhibitEnumeratedClasses::BEGIN@15	href=Perl-ProhibitEnumeratedClasses-pm-389-line.html#15
PPI::BEGIN@17	href=PPI-pm-428-line.html#17
PPI::Document::BEGIN@92	href=PPI-Document-pm-456-line.html#92
Path::IsDev::BEGIN@3	href=Sub-Exporter-pm-588-line.html#3
PPIx::Regexp::Token::Condition::BEGIN@38	href=PPIx-Regexp-Token-Condition-pm-887-line.html#38
PPI::BEGIN@27	href=PPI-pm-428-line.html#27
PPI::Token::QuoteLike::Backtick::BEGIN@35	href=PPI-Token-QuoteLike-Backtick-pm-98-line.html#35
Perl::Critic::Policy::Modules::RequireVersionVar::BEGIN@13	href=Perl-Critic-Policy-Modules-RequireVersionVar-pm-502-line.html#13
PPI::Element::BEGIN@28	href=PPI-Element-pm-61-line.html#28
Module::Pluggable::Object::new	href=Module-Pluggable-Object-pm-190-line.html#16
Pod::Simple::LinkSection::BEGIN@9	href=Pod-Simple-LinkSection-pm-46-line.html#9
integer::import	href=integer-pm-44-line.html#85
PPI::Token::Quote::Interpolate::BEGIN@36	href=PPI-Token-Quote-Interpolate-pm-97-line.html#36
Perl::Critic::Utils::DataConversion::boolean_to_number	href=Perl-Critic-Utils-DataConversion-pm-202-line.html#31
Perl::Critic::PolicyParameter::_initialize_from_behavior	href=Perl-Critic-PolicyParameter-pm-203-line.html#101
Perl::Critic::Policy::Variables::ProhibitLocalVars::BEGIN@12	href=Perl-Critic-Policy-Variables-ProhibitLocalVars-pm-222-line.html#12
PPI::Token::Operator::__TOKENIZER__on_char	href=PPI-Token-Operator-pm-108-line.html#75
Path::IsDev::Role::HeuristicSet::matches	href=Path-IsDev-Role-HeuristicSet-pm-625-line.html#63
Perl::Tidy::VerticalAligner::Alignment::BEGIN@19503	href=Perl-Tidy-pm-735-line.html#19503
Perl::Critic::Policy::InputOutput::ProhibitExplicitStdin::BEGIN@17	href=Perl-ProhibitExplicitStdin-pm-523-line.html#17
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::_has_topic_side_effect	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#114
File::Spec::Unix::BEGIN@145	href=File-Spec-Unix-pm-29-line.html#145
Perl::Critic::Policy::Subroutines::ProhibitExcessComplexity::BEGIN@13	href=Perl-ProhibitExcessComplexity-pm-352-line.html#13
Perl::Critic::Policy::RegularExpressions::ProhibitComplexRegexes::BEGIN@11	href=Perl-ProhibitComplexRegexes-pm-386-line.html#11
Perl::Critic::Policy::Subroutines::ProhibitNestedSubs::applies_to	href=Perl-ProhibitNestedSubs-pm-362-line.html#32
Params::Util::bootstrap	href=Params-Util-pm-59-line.html#Params__Util__bootstrap
Sub::Exporter::_collect_collections	href=Sub-Exporter-pm-588-line.html#164
PPI::Token::BEGIN@51	href=PPI-Token-pm-58-line.html#51
File::HomeDir::Darwin::Cocoa::BEGIN@5	href=File-HomeDir-Darwin-Cocoa-pm-636-line.html#5
PPI::Token::QuoteLike::Regexp::BEGIN@33	href=PPI-Token-QuoteLike-Regexp-pm-101-line.html#33
Sub::Exporter::_setup	href=Sub-Exporter-pm-588-line.html#468
File::Spec::Unix::rel2abs	href=File-Spec-Unix-pm-29-line.html#512
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMixedBooleanOperators::BEGIN@12	href=Perl-ProhibitMixedBooleanOperators-pm-292-line.html#12
PPIx::Utilities::Exception::Bug::BEGIN@12	href=PPIx-Utilities-Exception-Bug-pm-810-line.html#12
Sub::Install::_CODELIKE	href=Sub-Install-pm-590-line.html#22
Module::Runtime::BEGIN@3	href=Path-IsDev-HeuristicSet-Basic-pm-619-line.html#3
deprecate::__loaded_from_core	href=deprecate-pm-197-line.html#13
PPI::BEGIN@22	href=PPI-pm-428-line.html#22
Pod::Text::BEGIN@33	href=Pod-Text-pm-33-line.html#33
Getopt::Long::BEGIN@225	href=Getopt-Long-pm-19-line.html#225
Path::IsDev::Object::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Path/IsDev/Object.pm:74]	href=Path-IsDev-Object-pm-609-line.html#71
Module::Runtime::BEGIN@4.40	href=Path-IsDev-NegativeHeuristic-HomeDir-pm-630-line.html#4
File::Basename::BEGIN@42	href=File-Basename-pm-140-line.html#42
File::Temp::Dir::BEGIN@1576	href=File-Temp-pm-566-line.html#1576
Perl::Critic::Command::BEGIN@27	href=Perl-Critic-Command-pm-4-line.html#27
Path::FindDev::Object::has_set	href=Path-FindDev-Object-pm-604-line.html#66
PPI::Token::Cast::BEGIN@37	href=PPI-Token-Cast-pm-109-line.html#37
Perl::Critic::Policy::Variables::ProhibitLocalVars::BEGIN@15	href=Perl-Critic-Policy-Variables-ProhibitLocalVars-pm-222-line.html#15
Perl::Critic::PolicyParameter::Behavior::StringList::initialize_parameter	href=Perl-Critic-PolicyParameter-Behavior-StringList-pm-213-line.html#22
File::Temp::BEGIN@17	href=File-Temp-pm-566-line.html#17
Perl::Critic::Utils::_is_perl	href=Perl-Critic-Utils-pm-52-line.html#1133
Perl::Critic::Utils::POD::BEGIN@12	href=Perl-Critic-Utils-POD-pm-144-line.html#12
PPI::Node::schild	href=PPI-Node-pm-73-line.html#270
Perl::Critic::Theme::BEGIN@16	href=Perl-Critic-Theme-pm-801-line.html#16
Role::Tiny::BEGIN@2.54	href=Path-IsDev-Role-Heuristic-pm-643-line.html#2
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::default_severity	href=Perl-ProhibitComplexVersion-pm-262-line.html#54
Perl::Tidy::HtmlWriter::BEGIN@4522	href=Perl-Tidy-pm-735-line.html#4522
PPIx::Regexp::Token::Operator::BEGIN@38	href=PPIx-Regexp-Token-Operator-pm-923-line.html#38
Mac::SystemDirectory::BEGIN@3	href=Mac-SystemDirectory-pm-634-line.html#3
PPI::Statement::Package::BEGIN@70	href=PPI-Statement-Package-pm-438-line.html#70
Perl::Critic::Policy::Subroutines::ProhibitExplicitReturnUndef::violates	href=Perl-ProhibitExplicitReturnUndef-pm-356-line.html#34
PPI::Document::serialize	href=PPI-Document-pm-456-line.html#421
PPI::Token::QuoteLike::BEGIN@48	href=PPI-Token-QuoteLike-pm-99-line.html#48
Module::Pluggable::Object::BEGIN@11	href=Module-Pluggable-Object-pm-190-line.html#11
PPI::Util::BEGIN@8	href=PPI-Util-pm-70-line.html#8
Pod::Wordlist::BEGIN@3.4	href=File-ShareDir-ProjectDistDir-pm-586-line.html#3
Perl::Critic::Exception::Fatal::Internal::BEGIN@14	href=Perl-Critic-Exception-Fatal-Internal-pm-148-line.html#14
PPIx::Regexp::Structure::Subexpression::BEGIN@33	href=PPIx-Regexp-Structure-Subexpression-pm-841-line.html#33
Module::Pluggable::Object::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Module/Pluggable/Object.pm:317]	href=Module-Pluggable-Object-pm-190-line.html#312
Perl::Critic::Policy::Variables::RequireLocalizedPunctuationVars::BEGIN@15	href=Perl-RequireLocalizedPunctuationVars-pm-253-line.html#15
Perl::Critic::Policy::Variables::ProhibitEvilVariables::BEGIN@14	href=Perl-ProhibitEvilVariables-pm-219-line.html#14
Perl::Critic::Policy::RegularExpressions::ProhibitSingleCharAlternation::BEGIN@16	href=Perl-ProhibitSingleCharAlternation-pm-398-line.html#16
PPI::Statement::Include::Perl6::BEGIN@41	href=PPI-Statement-Include-Perl6-pm-436-line.html#41
Perl::Critic::Document::BEGIN@26	href=Perl-Critic-Document-pm-808-line.html#26
Path::IsDev::Heuristic::META::matches	href=Path-IsDev-Heuristic-META-pm-646-line.html#49
PPI::Lexer::BEGIN@360	href=PPI-Lexer-pm-465-line.html#360
PPIx::Regexp::Token::GroupType::NamedCapture::BEGIN@42	href=PPIx-Regexp-Token-GroupType-NamedCapture-pm-912-line.html#42
Perl::Critic::Policy::Modules::ProhibitEvilModules::BEGIN@9	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#9
Path::IsDev::Object::matches	href=Path-IsDev-Object-pm-609-line.html#219
Perl::Critic::Policy::Variables::ProhibitEvilVariables::_parse_variables_file	href=Perl-ProhibitEvilVariables-pm-219-line.html#139
Perl::Critic::Utils::DataConversion::dor	href=Perl-Critic-Utils-DataConversion-pm-202-line.html#37
Perl::Tidy::Formatter::BEGIN@13836	href=Perl-Tidy-pm-735-line.html#13836
PPI::Token::QuoteLike::Backtick::BEGIN@33	href=PPI-Token-QuoteLike-Backtick-pm-98-line.html#33
File::Find::BEGIN@2	href=File-Find-pm-191-line.html#2
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::_get_argument_string	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#64
PPI::Document::BEGIN@73	href=PPI-Document-pm-456-line.html#73
Perl::Critic::Policy::TestingAndDebugging::RequireUseWarnings::BEGIN@12	href=Perl-RequireUseWarnings-pm-343-line.html#12
Path::Tiny::absolute	href=Path-Tiny-pm-600-line.html#402
Perl::Critic::Utils::is_perl_bareword	href=Perl-Critic-Utils-pm-52-line.html#375
Exporter::Tiny::BEGIN@4	href=Exporter-Tiny-pm-65-line.html#4
Perl::Tidy::Formatter::BEGIN@5944	href=Perl-Tidy-pm-735-line.html#5944
PPIx::Regexp::Structure::NamedCapture::BEGIN@38	href=PPIx-Regexp-Structure-NamedCapture-pm-847-line.html#38
File::ShareDir::ProjectDistDir::BEGIN@236	href=File-ShareDir-ProjectDistDir-pm-586-line.html#236
PPI::Token::QuoteLike::Readline::BEGIN@42	href=PPI-Token-QuoteLike-Readline-pm-103-line.html#42
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidGrep::BEGIN@11	href=Perl-ProhibitVoidGrep-pm-784-line.html#11
Perl::Tidy::Formatter::BEGIN@8312	href=Perl-Tidy-pm-735-line.html#8312
Perl::Critic::Exception::Configuration::Option::Global::ParameterValue::BEGIN@3	href=(eval 48)[Exception-Class-pm-177]-164-line.html#3
AutoLoader::BEGIN@194	href=AutoLoader-pm-63-line.html#194
Perl::Critic::Policy::Modules::RequireVersionVar::BEGIN@17	href=Perl-Critic-Policy-Modules-RequireVersionVar-pm-502-line.html#17
Perl::Critic::Utils::DataConversion::BEGIN@12	href=Perl-Critic-Utils-DataConversion-pm-202-line.html#12
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::BEGIN@15	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#15
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMixedBooleanOperators::BEGIN@13	href=Perl-ProhibitMixedBooleanOperators-pm-292-line.html#13
Perl::Critic::Policy::ControlStructures::ProhibitCascadingIfElse::BEGIN@16	href=Perl-ProhibitCascadingIfElse-pm-681-line.html#16
Perl::Critic::Policy::InputOutput::ProhibitBacktickOperators::BEGIN@10	href=Perl-ProhibitBacktickOperators-pm-517-line.html#10
IO::String::BEGIN@10	href=IO-String-pm-115-line.html#10
PPI::Element::BEGIN@45	href=PPI-Element-pm-61-line.html#45
Perl::Critic::Policy::Documentation::PodSpelling::default_severity	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#67
Perl::Critic::Policy::Documentation::RequirePodLinksIncludeText::supported_parameters	href=Perl-RequirePodLinksIncludeText-pm-673-line.html#32
Encode::CORE:match	href=Encode-pm-34-line.html#Encode__CORE_match
Perl::Critic::Policy::Miscellanea::ProhibitUselessNoCritic::BEGIN@10	href=Perl-ProhibitUselessNoCritic-pm-514-line.html#10
IO::File::BEGIN@133	href=IO-File-pm-736-line.html#133
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMagicNumbers::BEGIN@16	href=Perl-ProhibitMagicNumbers-pm-286-line.html#16
Perl::Critic::Policy::InputOutput::ProhibitOneArgSelect::default_severity	href=Perl-ProhibitOneArgSelect-pm-532-line.html#28
PPI::Structure::Given::BEGIN@36	href=PPI-Structure-Given-pm-451-line.html#36
PPIx::Regexp::Token::CharClass::POSIX::Unknown::BEGIN@10	href=PPIx-Regexp-Token-CharClass-POSIX-Unknown-pm-879-line.html#10
Perl::Critic::PolicyParameter::Behavior::StringList::BEGIN@16	href=Perl-Critic-PolicyParameter-Behavior-StringList-pm-213-line.html#16
Perl::Critic::Policy::Modules::ProhibitConditionalUseStatements::supported_parameters	href=Perl-ProhibitConditionalUseStatements-pm-475-line.html#31
Perl::Critic::Policy::InputOutput::ProhibitJoinedReadline::BEGIN@11	href=Perl-ProhibitJoinedReadline-pm-529-line.html#11
Perl::Critic::Policy::Modules::ProhibitEvilModules::supported_parameters	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#85
Perl::Critic::Policy::Documentation::RequirePodAtEnd::BEGIN@11	href=Perl-RequirePodAtEnd-pm-670-line.html#11
Perl::Critic::PolicyParameter::Behavior::String::BEGIN@14	href=Perl-Critic-PolicyParameter-Behavior-String-pm-211-line.html#14
List::MoreUtils::XS::BEGIN@5	href=List-MoreUtils-XS-pm-66-line.html#5
File::Basename::BEGIN@50	href=File-Basename-pm-140-line.html#50
PPI::Statement::UnmatchedBrace::BEGIN@50	href=PPI-Statement-UnmatchedBrace-pm-442-line.html#50
Getopt::Long::CORE:regcomp	href=Getopt-Long-pm-19-line.html#Getopt__Long__CORE_regcomp
PPI::Element::significant	href=PPI-Element-pm-61-line.html#70
constant::BEGIN@40	href=constant-pm-20-line.html#40
PerlIO::import	href=PerlIO-pm-656-line.html#9
File::ShareDir::ProjectDistDir::import	href=File-ShareDir-ProjectDistDir-pm-586-line.html#413
File::Temp::BEGIN@13	href=File-Temp-pm-566-line.html#13
Perl::Critic::OptionsProcessor::BEGIN@14	href=Perl-Critic-OptionsProcessor-pm-804-line.html#14
PPI::Document::_add_location	href=PPI-Document-pm-456-line.html#636
UNIVERSAL::isa	href=perlcritic-1-line.html#UNIVERSAL__isa
PPI::Token::Number::Exp::BEGIN@35	href=PPI-Token-Number-Exp-pm-84-line.html#35
PPI::Statement::Include::pragma	href=PPI-Statement-Include-pm-435-line.html#200
Perl::Critic::Utils::BEGIN@16	href=Perl-Critic-Utils-pm-52-line.html#16
Perl::Critic::Utils::BEGIN@13	href=Perl-Critic-Utils-pm-52-line.html#13
PPI::Token::Number::Version::CORE:match	href=PPI-Token-Number-Version-pm-85-line.html#PPI__Token__Number__Version__CORE_match
Perl::Critic::Policy::Variables::ProhibitConditionalDeclarations::supported_parameters	href=Perl-ProhibitConditionalDeclarations-pm-216-line.html#27
Perl::Critic::Policy::BuiltinFunctions::ProhibitStringyEval::BEGIN@10	href=Perl-ProhibitStringyEval-pm-772-line.html#10
Perl::Critic::Policy::ControlStructures::ProhibitUnreachableCode::BEGIN@13	href=Perl-ProhibitUnreachableCode-pm-705-line.html#13
PPI::Token::QuoteLike::Words::BEGIN@30	href=PPI-Token-QuoteLike-Words-pm-102-line.html#30
Cwd::BEGIN@842	href=Cwd-pm-192-line.html#842
Carp::BEGIN@6	href=Carp-pm-26-line.html#6
Perl::Critic::Policy::Subroutines::ProhibitExcessComplexity::BEGIN@16	href=Perl-ProhibitExcessComplexity-pm-352-line.html#16
Role::Tiny::BEGIN@4.56	href=Path-IsDev-Role-Heuristic-pm-643-line.html#4
Text::ParseWords::BEGIN@133	href=Text-ParseWords-pm-664-line.html#133
Perl::Critic::Policy::ControlStructures::ProhibitCascadingIfElse::default_severity	href=Perl-ProhibitCascadingIfElse-pm-681-line.html#40
Lingua::EN::Inflect::BEGIN@5	href=Lingua-EN-Inflect-pm-582-line.html#5
Perl::Critic::PolicyConfig::get_severity	href=Perl-Critic-PolicyConfig-pm-173-line.html#90
Module::Runtime::BEGIN@3.67	href=Path-IsDev-Heuristic-META-pm-646-line.html#3
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::BEGIN@18	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#18
Module::Runtime::compose_module_name	href=Module-Runtime-pm-618-line.html#456
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@15	href=Perl-ProhibitComplexVersion-pm-262-line.html#15
HTML::Entities::BEGIN@140	href=HTML-Entities-pm-741-line.html#140
String::Format::_replace	href=String-Format-pm-142-line.html#29
Module::Runtime::BEGIN@116	href=Module-Runtime-pm-618-line.html#116
Perl::Critic::Policy::ValuesAndExpressions::ProhibitVersionStrings::BEGIN@13	href=Perl-ProhibitVersionStrings-pm-304-line.html#13
PPI::Statement::Given::BEGIN@36	href=PPI-Statement-Given-pm-441-line.html#36
Perl::Critic::Policy::BuiltinFunctions::RequireSimpleSortBlock::BEGIN@15	href=Perl-RequireSimpleSortBlock-pm-799-line.html#15
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMismatchedOperators::BEGIN@9	href=Perl-ProhibitMismatchedOperators-pm-289-line.html#9
Perl::Critic::Utils::policy_short_name	href=Perl-Critic-Utils-pm-52-line.html#912
PPIx::Regexp::Token::Modifier::BEGIN@86	href=PPIx-Regexp-Token-Modifier-pm-895-line.html#86
PPI::Exception::ParserRejection::BEGIN@4	href=PPI-Exception-ParserRejection-pm-464-line.html#4
Perl::Tidy::Formatter::BEGIN@5979	href=Perl-Tidy-pm-735-line.html#5979
Perl::Critic::Utils::precedence_of	href=Perl-Critic-Utils-pm-52-line.html#698
Perl::Critic::Policy::InputOutput::ProhibitBarewordFileHandles::BEGIN@15	href=Perl-ProhibitBarewordFileHandles-pm-520-line.html#15
Perl::Critic::Policy::CodeLayout::ProhibitQuotedWordLists::BEGIN@17	href=Perl-ProhibitQuotedWordLists-pm-717-line.html#17
warnings::CORE:regcomp	href=warnings-pm-3-line.html#warnings__CORE_regcomp
PPI::Tokenizer::_new_token	href=PPI-Tokenizer-pm-463-line.html#613
Perl::Critic::Policy::TestingAndDebugging::ProhibitProlongedStrictureOverride::BEGIN@12	href=Perl-ProhibitProlongedStrictureOverride-pm-334-line.html#12
Tie::Array::BEGIN@3	href=Tie-Array-pm-584-line.html#3
PPI::Token::Quote::Single::BEGIN@42	href=PPI-Token-Quote-Single-pm-56-line.html#42
PPI::Structure::BEGIN@106	href=PPI-Structure-pm-446-line.html#106
Getopt::Long::BEGIN@51	href=Getopt-Long-pm-19-line.html#51
Perl::Critic::Policy::Variables::ProhibitEvilVariables::CORE:qr	href=Perl-ProhibitEvilVariables-pm-219-line.html#Perl__Critic__Policy__Variables__ProhibitEvilVariables__CORE_qr
Path::IsDev::NegativeHeuristic::IsDev::IgnoreFile::BEGIN@49	href=Path-IsDev-NegativeHeuristic-IsDev-IgnoreFile-pm-626-line.html#49
Perl::Critic::Policy::Miscellanea::ProhibitTies::BEGIN@16	href=Perl-Critic-Policy-Miscellanea-ProhibitTies-pm-508-line.html#16
Perl::Critic::Policy::BuiltinFunctions::ProhibitComplexMappings::BEGIN@10	href=Perl-ProhibitComplexMappings-pm-760-line.html#10
overload::AddrRef	href=overload-pm-21-line.html#113
B::Keywords::BEGIN@431	href=B-Keywords-pm-55-line.html#431
Perl::Critic::Policy::RegularExpressions::ProhibitEscapedMetacharacters::BEGIN@19	href=Perl-ProhibitEscapedMetacharacters-pm-392-line.html#19
Perl::Critic::Policy::RegularExpressions::RequireDotMatchAnything::BEGIN@10	href=Perl-RequireDotMatchAnything-pm-410-line.html#10
PPIx::Regexp::Tokenizer::BEGIN@34	href=PPIx-Regexp-Tokenizer-pm-865-line.html#34
Perl::Critic::Utils::_is_backup	href=Perl-Critic-Utils-pm-52-line.html#1119
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::_is_topic_mutating_substr	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#227
Lingua::EN::Inflect::postprocess	href=Lingua-EN-Inflect-pm-582-line.html#860
Exception::Class::Base::BEGIN@35	href=Exception-Class-Base-pm-122-line.html#35
File::ShareDir::ProjectDistDir::BEGIN@1	href=Path-IsDev-pm-587-line.html#1
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalCan::supported_parameters	href=Perl-ProhibitUniversalCan-pm-778-line.html#27
File::HomeDir::BEGIN@7	href=File-HomeDir-pm-632-line.html#7
PPI::Node::tokens	href=PPI-Node-pm-73-line.html#665
Perl::Critic::Policy::TestingAndDebugging::RequireTestLabels::BEGIN@12	href=Perl-RequireTestLabels-pm-337-line.html#12
main::BEGIN@19	href=perlcritic-1-line.html#19
PPIx::Regexp::BEGIN@92	href=PPIx-Regexp-pm-815-line.html#92
Perl::Critic::Document::BEGIN@10	href=Perl-Critic-Document-pm-808-line.html#10
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLeadingZeros::supported_parameters	href=Perl-ProhibitLeadingZeros-pm-280-line.html#28
PPI::Token::BEGIN@63	href=PPI-Token-pm-58-line.html#63
Perl::Critic::Annotation::_init	href=Perl-Critic-Annotation-pm-814-line.html#55
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@11	href=Perl-ProhibitComplexVersion-pm-262-line.html#11
Getopt::Long::BEGIN@235	href=Getopt-Long-pm-19-line.html#235
Role::Tiny::With::BEGIN@3	href=Role-Tiny-With-pm-620-line.html#3
Perl::Tidy::Formatter::BEGIN@6289	href=Perl-Tidy-pm-735-line.html#6289
PPI::Token::Regexp::Transliterate::BEGIN@39	href=PPI-Token-Regexp-Transliterate-pm-107-line.html#39
Perl::Critic::Policy::ControlStructures::ProhibitCStyleForLoops::BEGIN@10	href=Perl-ProhibitCStyleForLoops-pm-684-line.html#10
Perl::Critic::Policy::Modules::RequireEndWithOne::BEGIN@13	href=Perl-Critic-Policy-Modules-RequireEndWithOne-pm-490-line.html#13
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalCan::BEGIN@11	href=Perl-ProhibitUniversalCan-pm-778-line.html#11
Perl::Critic::Command::CORE:ftis	href=Perl-Critic-Command-pm-4-line.html#Perl__Critic__Command__CORE_ftis
PPIx::Regexp::Structure::Unknown::BEGIN@33	href=PPIx-Regexp-Structure-Unknown-pm-859-line.html#33
PPI::Document::Normalized::BEGIN@43	href=PPI-Document-Normalized-pm-460-line.html#43
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMixedBooleanOperators::BEGIN@15	href=Perl-ProhibitMixedBooleanOperators-pm-292-line.html#15
Perl::Critic::Utils::Constants::BEGIN@17	href=Perl-Critic-Utils-Constants-pm-138-line.html#17
PPI::Token::_QuoteEngine::Full::_sections	href=PPI-Token-_QuoteEngine-Full-pm-96-line.html#418
Perl::Critic::PolicyParameter::Behavior::Integer::initialize_parameter	href=Perl-Critic-PolicyParameter-Behavior-Integer-pm-209-line.html#22
File::Temp::BEGIN@32	href=File-Temp-pm-566-line.html#32
Perl::Critic::Violation::BEGIN@15	href=Perl-Critic-Violation-pm-139-line.html#15
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::BEGIN@16	href=Perl-RequireUseStrict-pm-340-line.html#16
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLeadingZeros::BEGIN@10	href=Perl-ProhibitLeadingZeros-pm-280-line.html#10
Perl::Tidy::Formatter::BEGIN@6298	href=Perl-Tidy-pm-735-line.html#6298
Perl::Critic::Policy::References::ProhibitDoubleSigils::BEGIN@12	href=Perl-ProhibitDoubleSigils-pm-419-line.html#12
Pod::Wordlist::BEGIN@3.12	href=Class-Tiny-pm-595-line.html#3
PPI::Token::Whitespace::__TOKENIZER__on_line_end	href=PPI-Token-Whitespace-pm-76-line.html#416
Sub::Install::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Sub/Install.pm:101]	href=Sub-Install-pm-590-line.html#78
PPI::Normal::BEGIN@38	href=PPI-Normal-pm-461-line.html#38
PPI::Token::_QuoteEngine::BEGIN@36	href=PPI-Token-_QuoteEngine-pm-94-line.html#36
Perl::Critic::Policy::RegularExpressions::ProhibitEscapedMetacharacters::BEGIN@14	href=Perl-ProhibitEscapedMetacharacters-pm-392-line.html#14
IO::Seekable::BEGIN@99	href=IO-Seekable-pm-570-line.html#99
Perl::Critic::Policy::InputOutput::ProhibitReadlineInForLoop::BEGIN@13	href=Perl-ProhibitReadlineInForLoop-pm-535-line.html#13
Perl::Tidy::Tokenizer::BEGIN@22670	href=Perl-Tidy-pm-735-line.html#22670
Perl::Critic::Policy::Variables::ProhibitAugmentedAssignmentInDeclaration::BEGIN@11	href=TOOLONG-199-line.html#11
Perl::Critic::Policy::CodeLayout::ProhibitTrailingWhitespace::BEGIN@19	href=Perl-ProhibitTrailingWhitespace-pm-720-line.html#19
PPI::Token::Quote::Single::BEGIN@39	href=PPI-Token-Quote-Single-pm-56-line.html#39
File::HomeDir::Darwin::BEGIN@9	href=File-HomeDir-Darwin-pm-637-line.html#9
Perl::Critic::OptionsProcessor::severity	href=Perl-Critic-OptionsProcessor-pm-804-line.html#139
Perl::Critic::Theme::new	href=Perl-Critic-Theme-pm-801-line.html#47
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::applies_to	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#39
Perl::Critic::Policy::Variables::RequireLocalizedPunctuationVars::BEGIN@12	href=Perl-RequireLocalizedPunctuationVars-pm-253-line.html#12
